2020-01-23,18

2020-01-24,30

2020-01-25,27

2020-01-26,20

2020-01-27,41

2020-01-28,20

2020-01-29,18

2020-01-30,16

2020-01-31,14

2020-02-01,14

2020-02-02,23

2020-02-03,23

2020-02-04,32

2020-02-05,20

2020-02-06,45

2020-02-07,38

2020-02-08,25

2020-02-09,19

2020-02-10,33

2020-02-11,25

2020-02-12,26

2020-02-13,24

2020-02-14,35

2020-02-15,21

2020-02-16,26

2020-02-17,27

2020-02-18,30

2020-02-19,21

2020-02-20,19

2020-02-21,25

2020-02-22,25

2020-02-23,8

2020-02-24,31

2020-02-25,32

2020-02-26,39

2020-02-27,73

2020-02-28,63

2020-02-29,50

2020-03-01,41

2020-03-02,50

2020-03-03,52

2020-03-04,41

2020-03-05,75

2020-03-06,65

2020-03-07,56

2020-03-08,68

2020-03-09,122

2020-03-10,120

2020-03-11,160

2020-03-12,267

2020-03-13,179

2020-03-14,123

2020-03-15,95

2020-03-16,124

2020-03-17,106

2020-03-18,107

2020-03-19,126

2020-03-20,79

2020-03-21,68

2020-03-22,66

2020-03-23,85

2020-03-24,49

2020-03-25,38

2020-03-26,56

2020-03-27,37

2020-03-28,39

2020-03-29,39

2020-03-30,39

2020-03-31,39

2020-04-01,39

2020-04-02,43

2020-04-03,31

2020-04-04,46

2020-04-05,68

2020-04-06,51

2020-04-07,42

2020-04-08,29

2020-04-09,20

2020-04-10,43

2020-04-11,40

2020-04-12,25

2020-04-13,41

2020-04-14,30

2020-04-15,54

2020-04-16,54

2020-04-17,64

2020-04-18,32

2020-04-19,32

2020-04-20,38

2020-04-21,41

2020-04-22,42

2020-04-23,34

2020-04-24,27

2020-04-25,21

2020-04-26,25

2020-04-27,35

2020-04-28,34

2020-04-29,31

2020-04-30,28

2020-05-01,26

2020-05-02,24

2020-05-03,23

2020-05-04,22

2020-05-05,20

2020-05-06,17

2020-05-07,15

2020-05-08,21

2020-05-09,17

2020-05-10,15

2020-05-11,14

2020-05-12,26

2020-05-13,19

2020-05-14,39

2020-05-15,37

2020-05-16,49

2020-05-17,27

2020-05-18,67

2020-05-19,16

2020-05-20,25

2020-05-21,35

2020-05-22,33

2020-05-23,25

2020-05-24,31

2020-05-25,19

2020-05-26,25

2020-05-27,27

2020-05-28,26

2020-05-29,22

2020-05-30,18

2020-05-31,15

2020-06-01,13

2020-06-02,16

2020-06-03,7

2020-06-04,13

2020-06-05,17

2020-06-06,17

2020-06-07,5

2020-06-08,11

2020-06-09,15

2020-06-10,8

2020-06-11,16

2020-06-12,23

2020-06-13,19

2020-06-14,10

2020-06-15,19

2020-06-16,12

2020-06-17,22

2020-06-18,23

2020-06-19,23

2020-06-20,16

2020-06-21,11

2020-06-22,14

2020-06-23,18

2020-06-24,20

2020-06-25,20

2020-06-26,25

2020-06-27,10

2020-06-28,18

2020-06-29,21

2020-06-30,24

2020-07-01,27

2020-07-02,32

2020-07-03,23

2020-07-04,20

2020-07-05,5

2020-07-06,175

2020-07-07,644

2020-07-08,717

2020-07-09,638

2020-07-10,631

2020-07-11,471

2020-07-12,497

2020-07-13,635

2020-07-14,774

2020-07-15,521

